,Desc_word_count,channelSubscribers,mean_energy_entropy,mean_spectral_entropy,mean_spectral_spread,mean_zcr,std_chroma_std,std_energy_entropy,dayslive,tags_count,Title_length,textPC1,textPC2,textPC3,textPC4,textPC5,textPC6,mfccPC1,mfccPC2,mfccPC3,views_cat
0,27,760.0,3.1120694491000003,0.4171317559,0.1484611709,0.0486413246,0.014235723899999999,0.4160531915,2741.0773842592594,8,39,-5.929719206627451,-0.7085130875706267,-1.02738341715607,0.8401898837152794,-0.54797290892033,0.09293509295111264,0.8524322746146276,-0.1468485749108296,-0.44652793471410435,2
1,25,33845.0,3.1954336663,0.4256808074,0.1409410074,0.05022496940000001,0.011363270200000001,0.1017060917,423.3240625,9,66,5.632915013158669,7.0506519654458835,0.9000132259198614,0.7798712853196933,0.6162220237626486,-0.5606580469420328,-1.118839046483943,0.7811151716104356,-0.14529452183792518,2
2,27,2566.0,3.1619676798,0.2932797623,0.144041477,0.042125069400000006,0.013828801200000001,0.1482269476,1006.268125,0,39,-0.14994011134246324,-1.9557010689739487,-1.1919154000652723,-0.9688216105786319,0.4595417980131652,-0.3223217674972824,-1.6023684891944352,0.9822791396490745,-0.3916505040904606,2
3,17,19225.0,3.174901091,0.33355637,0.1465589183,0.0403694339,0.0179878648,0.1824349764,900.544212962963,8,53,2.1500400257778107,-0.3249059602745051,-2.432067042036733,-0.9034954451355399,0.8719154262385114,2.410679121113153,1.4319527975327881,-1.2681254808697966,-0.3823495766110074,2
4,11,27300.0,3.1722005129000004,0.2236097939,0.1393274027,0.0359353623,0.0099511207,0.1332108835,2284.2667708333333,10,32,-0.5722806112620417,-0.07846398357540472,1.2667736716416294,1.0771247647875648,0.667167449037547,1.5841384787823354,-0.24383021625011347,1.2323537195434304,-0.9185033549474975,2
5,7,1884.0,3.1691245833,0.15517835359999999,0.14810978449999998,0.028482552400000003,0.0160786068,0.1288619294,4334.73917824074,13,37,-4.338498967737651,1.6146987288118597,0.631221004169739,6.206476609326665,2.49792345607813,-1.6706785397873885,-2.724726947381948,0.16591669954777744,-0.9710872357875062,2
6,25,52.0,3.1710980939,0.266317925,0.154777905,0.0415024236,0.0155863031,0.169660101,4266.317291666666,6,37,-3.6037431087714764,0.2458730576291971,-0.8149537298901101,1.935124075748956,-0.31473354143483784,-0.5971594883052838,-1.4430749642166771,0.9506634659648387,-0.2313026441213671,2
7,13,0.0,3.1833572825,0.3958095197,0.1432674883,0.0446569761,0.011911590900000001,0.1297377128,1504.5424305555555,34,58,2.8191501641166252,2.7311954909589176,1.4169506262595377,0.40868972668281944,2.137790331941494,-0.7038524029640807,-1.9554462320679622,0.0853128513834292,-0.2832306403439623,2
8,14,4728.0,3.1982648645999996,0.4817978461,0.1289354996,0.054240462999999996,0.0128454391,0.1327581725,1730.6075925925925,2,47,-1.5537275750922113,1.1965055189106435,-0.4329510327236999,-0.8495939874563965,0.08522568265507413,0.49743565494719966,2.4467649530404083,-1.0663877695236699,1.1466702267888342,1
9,5,45457.0,3.1975495218,0.5435650371999999,0.140820214,0.0571296588,0.0202769503,0.1283160829,1632.0844444444444,2,36,-5.872598123375649,-0.7559205979156209,1.3057883136069308,-0.6602460483973465,-0.05788945647697488,-0.2619402413987825,1.7256032206234713,-1.9246351296621138,0.5794774083990928,1
10,8,27300.0,3.1422192359,0.3372485843,0.1435252427,0.0419581508,0.0156674984,0.1704304847,2290.1475578703703,6,31,-2.805549737345718,-0.8095932873745659,-0.2904932230300714,0.5935391931901081,-0.029951495329878997,0.49321150151782467,-1.2143095097691181,0.08430519464499958,-0.3687115917002168,1
11,15,2443.0,3.2272867007999997,0.4537528298,0.1374260762,0.051640537,0.0089689684,0.0720680489,1480.4411458333334,2,41,3.958273136698869,-3.277439144564605,1.2923823395820406,-0.3040314450781567,0.05219469383691845,1.2394033054739888,-4.074716008659003,-0.193533684667254,0.4472532531393212,1
12,3,508.0,3.1820053913,0.3145991419,0.1466362389,0.04497048,0.0119601442,0.12819578869999998,787.9367476851852,11,41,-8.544703549411807,1.5080075183258246,0.3864266138620129,0.04210105735008245,0.12966767526556647,-0.6089087711824948,-0.6591671658523536,1.0430605973035239,-0.4689826694383593,1
13,14,499.0,3.2172691666000004,0.1263091135,0.1425216382,0.0384739089,0.013285831000000001,0.10239243869999999,746.2666550925926,0,42,0.18134001407504777,-1.014572509165469,-1.7465834130329594,0.0507101102202081,-1.4316976175072593,-0.3373700448283578,-1.2811597084793747,1.2124691734687085,-0.4916742193358174,1
14,4,12930.0,3.1440394981,0.16823903210000002,0.1448982293,0.0300141766,0.025268236200000002,0.1698686672,3264.0808564814815,9,30,-7.957053487885467,-0.4902726176820716,-0.8820998889581467,0.08974117849071664,0.18029588031421767,-0.464485487230176,0.3404036158504708,1.0406847237939463,-0.6347207340519814,1
15,4,3274.0,3.1285632209,0.035529737,0.1470042325,0.017647521200000002,0.0154925535,0.1527455484,133.38878472222223,4,30,-7.951886309548726,-0.547079833590385,-0.8210304917446648,-0.7358522680275151,-0.2925849336950677,-0.33024339466007124,-0.7120054539999022,0.5762731271885777,-2.1751328450837177,1
16,23,5469.0,3.0042022725,0.5678554786,0.13246592,0.0631201011,0.013143280600000001,0.6895981764,316.39989583333335,11,58,5.268811479103235,4.166536338744794,2.634615539008452,-0.8197611177848787,0.2709595037689592,-0.6698320196653361,2.304063390104264,-0.5406138786099369,0.7740633793308491,1
17,8,7.0,3.1798807387,0.31062370429999997,0.1458570593,0.0426877016,0.010974661699999999,0.1397052526,1800.0977430555556,3,46,-2.3912630130298167,1.0148716184596243,0.9554723647647915,-0.4293117748167806,-0.5749239759573865,0.5643426258134873,-0.1221180595129175,0.5879808006057529,-0.44005233719666487,1
18,10,1233.0,3.2151466171,0.7137071454,0.1518490339,0.0741609061,0.0123136653,0.1763119686,2368.4885300925926,8,52,-4.653506256296682,1.5834406640135306,-2.5209155261396403,-0.8881506912411595,0.2152378560653124,0.40005119886602863,-0.4960471734419991,1.133794658549321,0.5938155436713041,1
19,0,8.0,3.2314147835000004,0.3223357884,0.1430803483,0.0458662125,0.0131070087,0.0972321646,374.12844907407407,0,46,-8.797678785746518,0.4681915811246705,-1.273448145962445,-0.8129347993816206,-0.38945667139512624,-0.4375589446225666,-1.2876092493687932,0.44018071254233204,0.0025368228899600473,1
20,19,23703.0,3.1752653479000004,0.30223370899999996,0.1500965899,0.0406358822,0.0122556673,0.1408592189,20.765833333333333,7,25,4.966983254900139,-2.3489872219106456,-0.5744299536344246,-0.6581612548373934,0.09522494722857519,-0.48225361304701464,0.1649913152082693,-0.6043958582318861,-0.43556711198137654,0
21,27,13.0,3.1614133269,0.19456295440000002,0.1466332598,0.0327802789,0.0173498448,0.14310753210000002,715.0327430555556,4,23,11.060822539825338,-3.6146786458763764,2.7213324843225037,-0.10876175933880147,-0.08843580815470707,-0.4170046698593513,0.6855256257967887,0.1410035948521794,-0.8082053680025677,1
22,13,69.0,3.1726960266,0.5868014849000001,0.1464328844,0.06654357400000001,0.014227565800000001,0.1971227299,579.5954166666667,0,23,-9.238583755134538,-3.642319631742273,1.174418579541547,0.2844720364777217,-1.1740084664137687,1.5197120800595472,-3.4730589626781136,-0.1355599678620312,0.8277792612826129,0
23,19,10955.0,3.2089642572000003,0.37044629,0.1315952942,0.0432614384,0.011040061499999998,0.1019544469,2931.6281365740742,14,70,4.539680736645612,1.9660525748081414,-4.164345997083314,2.450087888904955,0.37251591670448997,-0.1805198293187176,-4.866380437371328,-0.6747347854288611,0.22514934640312487,1
